Price,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI_14,BB_High,BB_Low,Return_1D,Return_5D,Return_10D
Ticker,SPY,SPY,SPY,SPY,SPY,SPY,,,,,,,,
Date,,,,,,,,,,,,,,
2010-04-07,90.51823425292969,118.36000061035156,119.36000061035156,117.80999755859375,118.80000305175781,184576300,116.88200035095215,112.7732000732422,66.9477510796932,119.02625554840998,114.73774515349433,-0.005712368111105093,0.00817716415668901,0.008091277732825475
2010-04-08,90.83177947998047,118.7699966430664,118.97000122070312,117.5999984741211,117.94999694824219,158704000,117.0720001220703,112.96240005493163,68.75100296833466,119.17798886010237,114.96601138403824,0.0034639745741855688,0.015128176436465024,0.016518318774971563
2010-04-09,91.42831420898438,119.55000305175781,119.5999984741211,118.80000305175781,119.0199966430664,133006500,117.2770004272461,113.1568000793457,71.89278724519032,119.50612781457852,115.04787303991367,0.006567369122990829,0.01485568722125663,0.024860707140544225
2010-04-12,91.57362365722656,119.73999786376953,120.05000305175781,119.55999755859375,119.69999694824219,110279000,117.49100036621094,113.38020004272461,72.61502612661997,119.80158416949179,115.18041656293009,0.0015892497462293154,0.00825190055499414,0.027105815603728045
2010-04-13,91.6424331665039,119.83000183105469,120.04000091552734,119.0,119.62000274658203,125043600,117.7080005645752,113.62900009155274,72.9693691283208,120.04120105642671,115.37480007272369,0.0007516616743852289,0.006636432371064371,0.021394494909304118
2010-04-14,92.68253326416016,121.19000244140625,121.19000244140625,120.08000183105469,120.2699966430664,161609000,117.94700050354004,113.87160018920899,77.67094998067928,120.64945288501954,115.24454812206054,0.011349416586582395,0.02391012011204041,0.03228280124589178
2010-04-15,92.75898742675781,121.29000091552734,121.56999969482422,120.94999694824219,120.98999786376953,144615300,118.15650062561035,114.08980026245118,77.97430852515822,121.19283649848671,115.12016475273398,0.0008251379825612304,0.021217515733659376,0.03666667449168659
2010-04-16,91.28298950195312,119.36000061035156,121.29000091552734,118.75,120.86000061035156,366786700,118.27250061035156,114.2804002380371,60.80434761516846,121.30661986792983,115.23838135277329,-0.015912278758410836,-0.001589313563831407,0.013242763312224515
2010-04-19,91.62716674804688,119.80999755859375,119.93000030517578,118.47000122070312,119.01000213623047,217947800,118.4645004272461,114.54780014038086,62.85796863501734,121.37498193994493,115.55401891454726,0.0037700816516514912,0.0005845974283702482,0.008841322023207976
2010-04-20,92.44544982910156,120.87999725341797,120.9800033569336,119.87000274658203,120.55999755859375,157708000,118.67900047302246,114.83220001220702,67.25166817309864,121.63721504003018,115.72078590601473,0.008930804746080767,0.008762375084026441,0.01545695836474592
2010-04-21,92.2772216796875,120.66000366210938,121.2300033569336,119.98999786376953,120.94999694824219,192910100,118.84150047302246,115.12760009765626,65.5351436327785,121.85948201210942,115.8235189339355,-0.0018199337881137367,-0.004373287966167982,0.019432266305316803
2010-04-22,92.55252838134766,121.0199966430664,121.16999816894531,119.12000274658203,119.80999755859375,115360300,119.05050048828124,115.40360000610352,67.01863253101462,122.06404555957954,116.03695541698295,0.002983531990974786,-0.0022261049585529102,0.018944178358123676
2010-04-23,93.15669250488281,121.80999755859375,121.86000061035156,120.62999725341797,120.94000244140625,177335500,119.30850028991699,115.69959991455079,70.06387358901117,122.33928963737809,116.2777109424559,0.006527854383084675,0.020526113737550533,0.018904177742743222
2010-04-26,92.80490112304688,121.3499984741211,122.12000274658203,121.2300033569336,121.8499984741211,143457300,119.54700012207032,115.96399993896485,66.22929864347262,122.428450726914,116.66554951722664,-0.0037763655996412293,0.0128536929046692,0.013445804568856579
2010-04-27,90.6100082397461,118.4800033569336,121.33999633789062,118.25,120.6500015258789,355853300,119.60500030517578,116.17279998779297,48.42270025050653,122.34819037186173,116.86181023848982,-0.023650557505359604,-0.01985435101767019,-0.011265947204310511
2010-04-28,91.29829406738281,119.37999725341797,119.68000030517578,118.2699966430664,119.05000305175781,300674100,119.70400009155273,116.36559997558594,52.71597186094222,122.2581358088696,117.14986437423586,0.007596167040720303,-0.010608373693372974,-0.014935268186527129
2010-04-29,92.43017578125,120.86000061035156,121.11000061035156,120.06999969482422,120.0999984741211,193775000,119.89700012207031,116.57759994506836,58.79077281893598,122.1728642120862,117.62113603205442,0.012397414901860637,-0.0013220627760115455,-0.003545224684063264
2010-04-30,90.86238861083984,118.80999755859375,121.01000213623047,118.77999877929688,120.87999725341797,270000900,119.9474998474121,116.73559982299804,49.335873693597385,122.07498475669033,117.82001493813388,-0.01696179911803042,-0.024628520319581515,-0.004607934391298141
2010-05-03,92.04014587402344,120.3499984741211,120.68000030517578,119.19999694824219,119.37999725341797,182747900,120.02699966430664,116.9197998046875,55.1687139523656,122.08886338961676,117.96513593899653,0.012961879868466974,-0.008240626391217143,0.004507144032477317
2010-05-04,89.8758316040039,117.5199966430664,119.02999877929688,116.91999816894531,119.01000213623047,360353400,119.9509994506836,117.04699966430664,44.93151759684145,122.2510771484038,117.6509217529634,-0.023514764162321344,-0.008102689792935491,-0.027796167163269492
2010-05-05,89.34051513671875,116.81999969482422,117.80000305175781,115.97000122070312,116.55999755859375,328973200,119.87399940490722,117.18719970703125,42.81520268981422,122.46649199305523,117.28150681675922,-0.005956407149740106,-0.021444108037290577,-0.03182499461908295
2010-05-06,86.37318420410156,112.94000244140625,117.0,105.0,116.26000213623047,647356600,119.58249969482422,117.22959976196289,33.419164951471856,123.55155850693902,115.61344088270943,-0.03321346741614373,-0.06553035023124909,-0.06676577777052084
2010-05-07,85.08836364746094,111.26000213623047,113.7699966430664,109.41000366210938,112.63999938964844,637558800,119.16799964904786,117.24139984130859,30.316800990016887,124.5456170227952,113.79038227530052,-0.014875157330082156,-0.06354680226838516,-0.08661025887705531
2010-05-10,88.83573913574219,116.16000366210938,116.6500015258789,114.91000366210938,115.80999755859375,396159600,118.98899993896484,117.3497999572754,46.04840425401511,124.51482807722145,113.46317180070822,0.04404099794892313,-0.03481507989310606,-0.04276880821814377
2010-05-11,88.58336639404297,115.83000183105469,117.36000061035156,114.91000366210938,115.06999969482422,317849800,118.78899993896485,117.42860000610352,45.30656323594083,124.46607432514342,113.11192555278627,-0.0028409247645567737,-0.014380487238649264,-0.022366656404418706
2010-05-12,89.82231903076172,117.44999694824219,117.62000274658203,116.08999633789062,116.29000091552734,235607100,118.60199966430665,117.53360000610351,49.59912336613073,124.19618596562006,113.00781336299323,0.01398597160993198,0.005392888675430196,-0.016166865049249468
2010-05-13,88.70570373535156,115.98999786376953,117.68000030517578,115.88999938964844,117.12999725341797,234452500,118.33699951171874,117.60739990234374,46.088401829084205,123.89878524889032,112.77521377454717,-0.012430814154180458,0.027005448525163844,-0.04029457820609117
2010-05-14,87.09968566894531,113.88999938964844,115.33000183105469,112.87000274658203,115.12000274658203,345601400,118.0634994506836,117.63239990234375,41.53451148515869,123.92695467949179,112.2000442218754,-0.018104996230688286,0.02363829950495333,-0.04141064110803394
2010-05-17,87.14557647705078,113.94999694824219,114.5199966430664,111.7699966430664,114.19999694824219,325739800,117.77049942016602,117.6263998413086,41.711714653526826,123.83769321862313,111.7033056217089,0.0005268026948397342,-0.01902553929230011,-0.053178243514935275
2010-05-18,85.96022033691406,112.4000015258789,115.22000122070312,112.02999877929688,114.87999725341797,360556800,117.34649963378907,117.58899993896485,38.467928466715534,123.66523301035706,111.02776625722107,-0.01360241741004442,-0.02961236511226728,-0.0435670121123134
2010-05-19,85.47076416015625,111.76000213623047,112.7699966430664,110.36000061035156,111.7699966430664,394742700,116.90149955749511,117.535,37.18216043018776,123.47266538111079,110.33033373387944,-0.005693944670464135,-0.04844610438363128,-0.04331448015590034
2010-05-20,82.24342346191406,107.54000091552734,109.88999938964844,107.47000122070312,109.37999725341797,530418300,116.22749977111816,117.38639999389649,30.049934987227687,123.67721420519219,108.77778533704414,-0.03775949481066698,-0.07285108288532538,-0.047813010529023536
2010-05-21,83.44410705566406,109.11000061035156,109.37999725341797,105.36000061035156,105.91000366210938,500909400,115.59249992370606,117.25960006713868,35.04215508962294,123.19409505076104,107.99090479665108,0.01459921593321778,-0.04197031174741872,-0.01932411904186715
2010-05-24,82.3734130859375,107.70999908447266,109.38999938964844,107.61000061035156,108.5199966430664,269823000,114.91049995422364,117.10460006713868,32.79454566138622,122.76675597262494,107.05424393582234,-0.012831101805952039,-0.05476084274582149,-0.07274452747278148
2010-05-25,82.45756530761719,107.81999969482422,107.87000274658203,104.37999725341797,105.11000061035156,396505200,114.37749977111817,116.95120010375976,33.15731883876924,122.6292371471634,106.12576239507294,0.0010212664681696904,-0.04074734669821323,-0.06915308650269691
2010-05-26,81.9604263305664,107.16999816894531,109.47000122070312,106.8499984741211,108.4800033569336,349719300,113.76699981689453,116.76639999389648,32.05616946209514,122.25139423274857,105.28260540104048,-0.006028580297891661,-0.041070185035341544,-0.08752659894769566
2010-05-27,84.70597076416016,110.76000213623047,110.80000305175781,108.77999877929688,109.19000244140625,300870500,113.26199989318847,116.63960006713867,43.26333683122803,121.18103543238831,105.34296435398863,0.03349821805190101,0.029942358129905866,-0.045090057969323416
2010-05-28,83.64292907714844,109.37000274658203,110.72000122070312,108.8499984741211,110.63999938964844,297933500,112.7900001525879,116.48620010375977,40.4792507467189,120.4511659639623,105.12883434121349,-0.012549651163231257,0.0023829358883331597,-0.039687388421192904
2010-06-01,82.23577117919922,107.52999877929688,109.94999694824219,107.37000274658203,108.3499984741211,277909400,112.14900016784668,116.31740005493164,37.077791026759094,119.30111493431308,104.99688540138028,-0.016823662074404222,-0.001671156872210311,-0.05634048565934913
2010-06-02,84.37712097167969,110.33000183105469,110.33999633789062,107.51000213623047,108.08000183105469,240243700,111.7895004272461,116.19220016479493,44.69385654640872,118.53694555419786,105.04205530029434,0.02603927353802682,0.023279559852855014,-0.01841636714166439
2010-06-03,84.6677474975586,110.70999908447266,111.05999755859375,109.58000183105469,110.6500015258789,226618300,111.48400039672852,116.05820007324219,45.65522777341517,117.83432123273587,105.13367956072116,0.0034441878646920276,0.03303164109368373,-0.009395159553396426
2010-06-04,81.69276428222656,106.81999969482422,109.33000183105469,106.45999908447266,108.61000061035156,398475600,111.17800025939941,115.85780014038086,38.313144574297084,117.80209434860882,104.55390617019,-0.03513683878436613,-0.03557243016806921,-0.0066951944818066655
2010-06-07,80.67562866210938,105.48999786376953,107.61000061035156,105.41000366210938,107.19999694824219,264609100,110.88950004577637,115.63460006713868,36.17133565633985,117.96163002186097,103.81737006969178,-0.012450869077461069,-0.035475951224055,-0.03317755225306629
2010-06-08,81.5398178100586,106.62000274658203,106.83000183105469,104.6500015258789,105.56999969482422,357774300,110.4125,115.43540008544922,39.27730202023485,117.28236069637232,103.54263930362767,0.010711962325298252,-0.008462717781505757,-0.010119732124737824
2010-06-09,81.10391998291016,106.05000305175781,108.27999877929688,105.5999984741211,107.23999786376953,268023300,109.92350006103516,115.2100001525879,38.26579087640108,116.56992112301424,103.27707899905607,-0.0053460859139069505,-0.03879270106285981,-0.0164162182162515
2010-06-10,83.47472381591797,109.1500015258789,109.27999877929688,106.04000091552734,107.86000061035156,317890600,109.508500289917,115.04500015258789,46.357003168836606,115.18970109706657,103.82729948276742,0.02923147934854975,-0.014090846097862042,0.01847535122481081
2010-06-11,83.8800048828125,109.68000030517578,109.75,108.12000274658203,108.19000244140625,214128200,109.1930004119873,114.89860015869141,47.62099146742799,114.0388029472066,104.34719787676799,0.004855691909186222,0.026774018147559753,-0.009750828911382015
2010-06-14,83.75001525878906,109.51000213623047,111.12000274658203,109.4000015258789,110.5199966430664,207196100,108.9740005493164,114.73280014038086,47.236521880546256,113.32114864782226,104.62685245081055,-0.0015499468314397191,0.03810791879674125,0.0012800529042029662
2010-06-15,85.65426635742188,112.0,112.0999984741211,110.08999633789062,110.27999877929688,238268700,108.87650070190429,114.59760009765625,53.19694601607172,112.8437287281267,104.90927267568188,0.022737629579003826,0.050459549004189475,0.041569806300079115
2010-06-16,85.62369537353516,111.95999908447266,112.41999816894531,111.19999694824219,111.41999816894531,216374000,108.85450057983398,114.45600006103516,53.09318405765868,112.74751265717339,104.96148850249457,-0.0003571510314941406,0.055728390972610065,0.014773835098035537
2010-06-17,85.76136016845703,112.13999938964844,112.33000183105469,111.05000305175781,112.27999877929688,263185800,108.87350044250488,114.3316000366211,53.532411621384846,112.8262983986618,104.92070248634795,0.0016077197807047305,0.02739347523564284,0.0129166318941496
2010-06-18,85.85436248779297,111.7300033569336,112.12999725341797,111.37000274658203,111.83000183105469,174006600,109.0830005645752,114.19080017089844,52.33042673975768,113.17266168255877,104.99333944659163,-0.0036561087475152076,0.018690764460738807,0.04596520947516236
2010-06-21,85.60845947265625,111.41000366210938,113.19999694824219,110.79000091552734,113.12000274658203,213140700,109.19800071716308,114.02800018310546,51.36109800030064,113.41170108646534,104.98430034786082,-0.0028640444393610576,0.017350027292623915,0.056119119520553706
2010-06-22,84.19458770751953,109.56999969482422,111.9000015258789,109.41000366210938,111.41000366210938,239355400,109.29100074768067,113.82460021972656,46.076082790187385,113.45099133128194,105.1310101640794,-0.01651560817523734,-0.02169643129621235,0.027668325569769836
2010-06-23,83.93331146240234,109.2300033569336,110.02999877929688,108.4800033569336,109.63999938964844,254639900,109.36150093078614,113.61260025024414,45.15154488867295,113.46681649346999,105.25618536810228,-0.00310300573914013,-0.02438367050610024,0.02998585774319862
2010-06-24,82.54251861572266,107.41999816894531,108.83000183105469,107.13999938964844,108.69000244140625,268523600,109.37400093078614,113.33720016479492,40.49329722427723,113.45399365051372,105.29400821105855,-0.016570586215892358,-0.04209025545205081,-0.015849778586795704
2010-06-25,82.88827514648438,107.87000274658203,108.41999816894531,106.7699966430664,107.73999786376953,238726500,109.22950096130371,113.06880020141601,42.09286925662421,113.307615950809,105.15138597179843,0.004189206714833249,-0.0345475744596585,-0.01650253057583495
2010-06-28,82.62702941894531,107.52999877929688,108.31999969482422,107.13999938964844,108.02999877929688,169218600,109.13750076293945,112.83220016479493,41.19191724809236,113.28127671062622,104.99372481525269,-0.003151978850727599,-0.03482635988936866,-0.018080570891327974
2010-06-29,80.07588958740234,104.20999908447266,107.51000213623047,103.55000305175781,106.0199966430664,373649500,108.97150077819825,112.5202001953125,33.623930693609466,113.59750306501856,104.34549849137794,-0.030875102134414134,-0.048918505295977965,-0.06955357960292274
2010-06-30,79.31517791748047,103.22000122070312,104.87999725341797,102.87999725341797,103.91999816894531,284101700,108.61600074768066,112.1670002746582,31.750654049014884,113.8257243949316,103.40627710042972,-0.009500027564217084,-0.05502153210223237,-0.07806357569881095
2010-07-01,78.96171569824219,102.76000213623047,103.48999786376953,101.12999725341797,103.1500015258789,382924800,108.21850090026855,111.80900024414062,30.88951763075488,113.91856880394468,102.51843299659242,-0.004456491755789549,-0.04338108464110946,-0.08364541915882895
2010-07-02,78.53141021728516,102.19999694824219,103.41999816894531,101.62000274658203,103.11000061035156,233385200,107.98750076293945,111.43260025024414,29.82885886364754,114.24295012269931,101.73205140317958,-0.005449641653820447,-0.05256332301817346,-0.08529496216201449
2010-07-06,79.04622650146484,102.87000274658203,104.37000274658203,101.87999725341797,103.63999938964844,256935300,107.85650100708008,111.05380035400391,32.80184643533765,114.41792280358054,101.29507921057963,0.006555829925114054,-0.04333670683173163,-0.0766538069725583
2010-07-07,81.53589630126953,106.11000061035156,106.23999786376953,103.0199966430664,103.12999725341797,253769400,107.83100090026855,110.74900039672852,44.94845216276566,114.41537043024735,101.24663137028975,0.0314960413848846,0.01823243011775455,-0.03157797840749743
2010-07-08,82.34271240234375,107.16000366210938,107.27999877929688,105.91000366210938,107.0,210842100,107.88650093078613,110.52260040283203,48.21530476804441,114.4284622487096,101.34453961286266,0.009895420278184242,0.03817092031399816,-0.01895083430566258
2010-07-09,82.95745086669922,107.95999908447266,107.97000122070312,106.93000030517578,107.12999725341797,144999900,107.82700080871582,110.29420043945312,50.61964454783688,114.34350987968784,101.3104917377438,0.007465429218216357,0.050603316856187686,0.0050270054434189415
2010-07-12,83.01123809814453,108.02999877929688,108.23999786376953,107.1500015258789,107.5999984741211,131283600,107.74450073242187,110.03760040283203,50.834747326607506,114.2066354903902,101.28236597445354,0.000648385470709778,0.057045029404523495,0.0014832300791789432
2010-07-13,84.26374053955078,109.66000366210938,110.08999633789062,108.93000030517578,109.1500015258789,213025900,107.75200080871582,109.85460052490234,55.676507007200236,114.22265702574072,101.28134459169092,0.01508844673915588,0.0660056453216431,0.019808471189368237
2010-07-14,84.25607299804688,109.6500015258789,110.08000183105469,108.86000061035156,109.30999755859375,184426800,107.63450088500977,109.6406005859375,55.64029747278061,113.8735351748081,101.39546659521145,-9.12104313007811e-05,0.033361614316888444,0.052202307736290976
2010-07-15,84.27910614013672,109.68000030517578,110.05999755859375,108.16999816894531,109.61000061035156,232337900,107.52050094604492,109.48380065917969,55.73328479834887,113.51786633142973,101.52313556066011,0.00027358667468679876,0.023516205271999713,0.06258476078352304
2010-07-16,81.95853424072266,106.66000366210938,109.20999908447266,106.44999694824219,109.08999633789062,282693400,107.24650115966797,109.2806007385254,45.41278307682116,112.86328190802503,101.62972041131091,-0.027534615560389386,-0.012041454551570574,0.03795252476453448
2010-07-19,82.44258880615234,107.29000091552734,107.62999725341797,106.22000122070312,107.05000305175781,186709000,107.02450103759766,109.16760070800781,47.59296454151895,112.25241743072144,101.79658464447388,0.005906593210082356,-0.0068499293911993275,0.049804345589784305
2010-07-20,83.35700988769531,108.4800033569336,108.55999755859375,105.81999969482422,105.87000274658203,258162400,106.87800102233886,109.11200073242188,51.53083233860808,111.75882385686253,101.9971781878152,0.011091457090611545,-0.010760534978748182,0.05453485428761651
2010-07-21,82.27355194091797,107.06999969482422,109.06999969482422,106.62999725341797,109.04000091552734,264527000,106.75300102233886,108.93020065307617,47.0223256825529,111.47718697015276,102.02881507452497,-0.01299782096678237,-0.023529428136357722,0.009047206473948632
2010-07-22,84.11003875732422,109.45999908447266,109.94000244140625,108.33000183105469,108.33999633789062,274781300,106.76450080871582,108.80280059814453,54.318108083495,111.51380217604735,102.0151994413843,0.022321839884753114,-0.0020058462809171562,0.021463189098196445
2010-07-23,84.8400650024414,110.41000366210938,110.56999969482422,108.93000030517578,109.23999786376953,222020800,106.91400108337402,108.66200073242187,56.86118660340415,111.91784610517597,101.91015606157207,0.00867901137934024,0.03515844619581787,0.022693632812276432
2010-07-26,85.7237319946289,111.55999755859375,111.66999816894531,110.29000091552734,110.5999984741211,184445700,107.0985008239746,108.57340072631835,59.780037244927776,112.48706029739836,101.70994135055085,0.010415667587546862,0.03979864485627416,0.032676097557944095
2010-07-27,85.71603393554688,111.55000305175781,112.29000091552734,111.11000061035156,112.16999816894531,204855600,107.29950103759765,108.52660079956054,59.74220383950692,113.02670848755275,101.57229358764255,-8.958862544516943e-05,0.028300143803673627,0.017235084137622314
2010-07-28,85.16278076171875,110.83000183105469,111.66000366210938,110.45999908447266,111.31999969482422,163056200,107.63050117492676,108.4642008972168,56.94618290679337,113.3704091461421,101.89059320371143,-0.006454515472931521,0.03511723309001025,0.010761516541313298
2010-07-29,84.74783325195312,110.29000091552734,111.81999969482422,109.41000366210938,111.5199966430664,220149100,107.98400115966797,108.42200088500977,54.87195920348222,113.4585587094598,102.50944360987614,-0.004872335167426023,0.007582695395549566,0.0055616393932740316
2010-07-30,84.73246765136719,110.2699966430664,110.86000061035156,108.9800033569336,109.16999816894531,220070600,108.35950088500977,108.39220077514648,54.792338912217964,113.35889105799129,103.36011071202824,-0.00018137884028357476,-0.0012680646173279797,0.03384579839686874
2010-08-02,86.64579010009766,112.76000213623047,112.94000244140625,111.54000091552734,111.98999786376953,188263200,108.88750114440919,108.49660079956055,62.15371176288485,113.37790753013742,104.39709475868095,0.022580988201386987,0.010756584832358529,0.050983327188242056
2010-08-03,86.23088073730469,112.22000122070312,112.7699966430664,111.8499984741211,112.4800033569336,146657300,109.35500106811523,108.55880081176758,59.87660790070111,113.13237830006568,105.57762383616478,-0.004788940274007336,0.0060062586339368895,0.034476380420673136
2010-08-04,86.80716705322266,112.97000122070312,113.11000061035156,112.16000366210938,112.52999877929688,158171700,109.69800109863282,108.66400085449219,61.96107687215743,113.48027849395726,105.91572370330837,0.0066833005867195094,0.019308845567922894,0.055104151888440756
2010-08-05,86.71495819091797,112.8499984741211,112.91000366210938,112.08000183105469,112.25,140473800,109.9825008392334,108.76460083007812,61.411332339779456,113.81402705981863,106.15097461864816,-0.0010622532113422345,0.023211510901649968,0.030970212114037166
2010-08-06,86.36148834228516,112.38999938964844,112.56999969482422,110.91999816894531,111.73999786376953,239728300,110.2040008544922,108.86900085449219,59.24153713684707,114.05438412586163,106.35361758312276,-0.004076199297230354,0.019225562810564645,0.01793311893728844
2010-08-09,86.82254791259766,112.98999786376953,113.18000030517578,112.31999969482422,112.91999816894531,120800400,110.45200080871582,108.91360076904297,61.1687490373168,114.34899122310122,106.55501039433042,0.005338539704417444,0.002039692472346699,0.012818217429815926
2010-08-10,86.35382843017578,112.37999725341797,112.9800033569336,111.37000274658203,112.02999877929688,242916300,110.58800048828125,108.97380065917969,58.157924952265574,114.55417405994379,106.62182691661872,-0.005398713354141549,0.0014257354390878607,0.007440557408815662
2010-08-11,83.98711395263672,109.30000305175781,110.69000244140625,109.12000274658203,110.6500015258789,273406900,110.5705005645752,109.00920074462891,45.87869457523433,114.55611555850525,106.58488557064514,-0.02740696099782547,-0.03248648428156997,-0.0138049152216847
2010-08-12,83.47228240966797,108.62999725341797,109.0199966430664,107.5999984741211,107.6500015258789,239542600,110.5180004119873,108.97520065307617,43.71637569673204,114.57615446198065,106.45984636199395,-0.006129970536437823,-0.03739478314366895,-0.015051261658623027
2010-08-13,83.22638702392578,108.30999755859375,108.95999908447266,108.18000030517578,108.29000091552734,158698500,110.60050010681152,108.92720062255859,42.68169573156545,114.40044971576664,106.8005504978564,-0.002945776515833942,-0.03630217860318341,-0.01777454560751457
2010-08-16,83.18794250488281,108.26000213623047,108.61000061035156,107.18000030517578,107.56999969482422,147895300,110.64900016784668,108.95600067138672,42.51240121683444,114.30056328216864,106.99743705352472,-0.00046159563743164433,-0.041862074670024785,-0.03990776795625939
2010-08-17,84.20995330810547,109.58999633789062,110.38999938964844,108.87999725341797,109.19000244140625,172270300,110.70449981689453,109.03800064086914,48.37833818498649,114.25484919729655,107.1541504364925,0.012285185437060475,-0.02482649033382578,-0.02343615090183493
2010-08-18,84.36363220214844,109.79000091552734,110.37999725341797,108.91000366210938,109.54000091552734,182922100,110.84049987792969,109.10140060424804,49.21751227616245,114.01167317454552,107.66932658131385,0.0018250258629450844,0.00448305443813668,-0.02814906852097132
2010-08-19,82.89598846435547,107.87999725341797,109.48999786376953,107.43000030517578,109.22000122070312,265847600,110.76149978637696,109.13800048828125,42.16768061406835,114.13835256509104,107.38464700766288,-0.017396881739521364,-0.006904170293315581,-0.04404077348607893
2010-08-20,82.62702941894531,107.52999877929688,107.94000244140625,106.75,107.55999755859375,209714200,110.61749954223633,109.10560043334961,41.00850389979049,114.27591453435186,106.9590845501208,-0.0032443315075261214,-0.007201539995187467,-0.04324228700724764
2010-08-23,82.31196594238281,107.12000274658203,108.56999969482422,107.06999969482422,108.04000091552734,163490300,110.39549980163574,109.05440048217774,39.63403043510581,114.32687373197912,106.46412587129235,-0.0038128525748089004,-0.010530199216271074,-0.05195145790041411
2010-08-24,81.09021759033203,105.52999877929688,106.38999938964844,104.97000122070312,105.94999694824219,280677800,110.0944995880127,108.97480041503906,34.767306439665234,114.51732006306554,105.67167911295985,-0.014843203197508203,-0.037047154797558934,-0.06095389430090736
2010-08-25,81.4052734375,105.94000244140625,106.33999633789062,104.29000091552734,104.94999694824219,272234800,109.84999961853028,108.85360046386718,36.91833337449129,114.61088153394965,105.0891177031109,0.003885185888865994,-0.035066931797216094,-0.0307410843233048
2010-08-26,80.85967254638672,105.2300033569336,106.58000183105469,104.87999725341797,106.44000244140625,224439500,109.59699974060058,108.7190005493164,34.77958510966285,114.75840591748678,104.43559356371438,-0.00670189794327547,-0.02456427478635681,-0.03129884914341552
